Id,IsDeleted,CaseNumber,ContactId,AccountId,AssetId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,LastViewedDate,LastReferencedDate,Employee_ID__c,Member_ID__c,Passport_ID__c,SSN__c
5001g000009TX80AAG,,00013624,0031g00000iE9KeAAK,0011g00000nAbsWAAS,,,,,,,Enrollment,Closed,Enrollment,Web,Question about enrollment process,Medium,I have an enrollment question related to my account.,1,2005-09-02T02:42:28.000+0000,,0051g000004BvFfAAK,2005-08-17T02:42:28.000+0000,0051g000004BvFfAAK,2005-09-02T02:42:28.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 629-1821,(555) 908-6675,monika.henke@example.com,,,,000335867957,000490370249,000844300651,000-30-2493
5001g000009TX81AAG,,00013625,0031g00000iE9KeAAK,0011g00000nAbsWAAS,,,,,,,Claim,Closed,Claim,Phone,Status of claim,Low,I have claims question related to my account.,1,2010-09-03T16:42:04.000+0000,,0051g000004BvFfAAK,2010-08-06T16:42:04.000+0000,0051g000004BvFfAAK,2010-09-03T16:42:04.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 629-1821,(555) 908-6675,monika.henke@example.com,,,,000335867957,000490370249,000844300651,000-30-2493
5001g000009TX82AAG,,00013626,0031g00000iE9KeAAK,0011g00000nAbsWAAS,,,,,,,Support,Closed,Support,Email,Setup question,Medium,I have a service question and would like some assistance.,1,2020-03-19T22:29:17.000+0000,,0051g000004BvFfAAK,2020-02-26T22:29:17.000+0000,0051g000004BvFfAAK,2020-03-19T22:29:17.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 629-1821,(555) 908-6675,monika.henke@example.com,,,,000335867957,000490370249,000844300651,000-30-2493
5001g000009TX83AAG,,00013627,0031g00000iE9KfAAK,0011g00000nAbsWAAS,,,,,,,Billing,Closed,Billing,Web,My subscription,Medium,I have a billing question related to my account.,1,2012-07-29T20:52:31.000+0000,,0051g000004BvFfAAK,2012-07-21T20:52:31.000+0000,0051g000004BvFfAAK,2012-07-29T20:52:31.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 455-7741,(555) 775-6443,larissa.tepperberg@example.com,,,,000665075385,000647010502,000292304419,000-39-8717
5001g000009TX84AAG,,00013628,0031g00000iE9KfAAK,0011g00000nAbsWAAS,,,,,,,Enrollment,Closed,Enrollment,Phone,Need to enroll,Low,I have an enrollment question related to my account.,1,2017-05-07T15:07:25.000+0000,,0051g000004BvFfAAK,2017-04-24T15:07:25.000+0000,0051g000004BvFfAAK,2017-05-07T15:07:25.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 455-7741,(555) 775-6443,larissa.tepperberg@example.com,,,,000665075385,000647010502,000292304419,000-39-8717
5001g000009TX85AAG,,00013629,0031g00000iE9KfAAK,0011g00000nAbsWAAS,,,,,,,Support,Closed,Support,Phone,Usage problem,Low,I have a service question and would like some assistance.,1,2009-05-25T01:01:01.000+0000,,0051g000004BvFfAAK,2009-05-12T01:01:01.000+0000,0051g000004BvFfAAK,2009-05-25T01:01:01.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 455-7741,(555) 775-6443,larissa.tepperberg@example.com,,,,000665075385,000647010502,000292304419,000-39-8717
5001g000009TX86AAG,,00013630,0031g00000iE9KfAAK,0011g00000nAbsWAAS,,,,,,,Other,Closed,Other,Phone,General question,Low,I need some general assistance related to our account.,1,2020-04-12T03:27:30.000+0000,,0051g000004BvFfAAK,2020-04-04T03:27:30.000+0000,0051g000004BvFfAAK,2020-04-12T03:27:30.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 455-7741,(555) 775-6443,larissa.tepperberg@example.com,,,,000665075385,000647010502,000292304419,000-39-8717
5001g000009TX87AAG,,00013631,0031g00000iE9KgAAK,0011g00000nAbsXAAS,,,,,,,Support,Closed,Support,Phone,Warning message problem,Medium,I have a service question and would like some assistance.,1,2012-06-17T03:18:14.000+0000,,0051g000004BvFfAAK,2012-06-02T03:18:14.000+0000,0051g000004BvFfAAK,2012-06-17T03:18:14.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 481-6684,(555) 117-2556,ayana.iadarola@example.com,,,,000680205298,000658106038,000257608617,000-44-5157
5001g000009TX88AAG,,00013632,0031g00000iE9KgAAK,0011g00000nAbsXAAS,,,,,,,Enrollment,Closed,Enrollment,Email,Need to enroll,Medium,I have an enrollment question related to my account.,1,2019-12-06T00:57:34.000+0000,,0051g000004BvFfAAK,2019-11-12T00:57:34.000+0000,0051g000004BvFfAAK,2019-12-06T00:57:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 481-6684,(555) 117-2556,ayana.iadarola@example.com,,,,000680205298,000658106038,000257608617,000-44-5157
5001g000009TX89AAG,,00013633,0031g00000iE9KgAAK,0011g00000nAbsXAAS,,,,,,,Cancellation,Closed,Cancellation,Web,Cancel my service,Medium,I need to cancel our account.,1,2009-06-25T17:14:07.000+0000,,0051g000004BvFfAAK,2009-05-31T17:14:07.000+0000,0051g000004BvFfAAK,2009-06-25T17:14:07.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 481-6684,(555) 117-2556,ayana.iadarola@example.com,,,,000680205298,000658106038,000257608617,000-44-5157
5001g000009TX8AAAW,,00013634,0031g00000iE9KgAAK,0011g00000nAbsXAAS,,,,,,,Claim,Closed,Claim,Web,Status of claim,Low,I have claims question related to my account.,1,2012-08-08T23:18:47.000+0000,,0051g000004BvFfAAK,2012-07-23T23:18:47.000+0000,0051g000004BvFfAAK,2012-08-08T23:18:47.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 481-6684,(555) 117-2556,ayana.iadarola@example.com,,,,000680205298,000658106038,000257608617,000-44-5157
5001g000009TX8BAAW,,00013635,0031g00000iE9KhAAK,0011g00000nAbsXAAS,,,,,,,Cancellation,Closed,Cancellation,Email,Please cancel my policy,High,I need to cancel our account.,1,2019-11-26T02:57:51.000+0000,,0051g000004BvFfAAK,2019-11-02T02:57:51.000+0000,0051g000004BvFfAAK,2019-11-26T02:57:51.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 139-5384,(555) 789-9972,june.wick@example.com,,,,000266083142,000986117203,000514594562,000-53-8646
5001g000009TX8CAAW,,00013636,0031g00000iE9KhAAK,0011g00000nAbsXAAS,,,,,,,Cancellation,Closed,Cancellation,Phone,Need to cancel my policy,Medium,I need to cancel our account.,1,2019-02-25T20:03:16.000+0000,,0051g000004BvFfAAK,2019-02-13T20:03:16.000+0000,0051g000004BvFfAAK,2019-02-25T20:03:16.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 139-5384,(555) 789-9972,june.wick@example.com,,,,000266083142,000986117203,000514594562,000-53-8646
5001g000009TX8DAAW,,00013637,0031g00000iE9KhAAK,0011g00000nAbsXAAS,,,,,,,Billing,Closed,Billing,Email,Policy question,Medium,I have a billing question related to my account.,1,2010-01-20T00:26:38.000+0000,,0051g000004BvFfAAK,2010-01-15T00:26:38.000+0000,0051g000004BvFfAAK,2010-01-20T00:26:38.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 139-5384,(555) 789-9972,june.wick@example.com,,,,000266083142,000986117203,000514594562,000-53-8646
5001g000009TX8EAAW,,00013638,0031g00000iE9KiAAK,0011g00000nAbsXAAS,,,,,,,Cancellation,Closed,Cancellation,Phone,Cancel my subscription,Medium,I need to cancel our account.,1,2009-06-24T18:19:55.000+0000,,0051g000004BvFfAAK,2009-06-08T18:19:55.000+0000,0051g000004BvFfAAK,2009-06-24T18:19:55.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 223-1151,(555) 954-4613,jacquie.niver@example.com,,,,000659282370,000980772314,000791137191,000-43-6798
5001g000009TX8FAAW,,00013639,0031g00000iE9KiAAK,0011g00000nAbsXAAS,,,,,,,Enrollment,Closed,Enrollment,Phone,Need to enroll,Medium,I have an enrollment question related to my account.,1,2016-07-23T18:25:46.000+0000,,0051g000004BvFfAAK,2016-06-29T18:25:46.000+0000,0051g000004BvFfAAK,2016-07-23T18:25:46.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 223-1151,(555) 954-4613,jacquie.niver@example.com,,,,000659282370,000980772314,000791137191,000-43-6798
5001g000009TX8GAAW,,00013640,0031g00000iE9KjAAK,0011g00000nAbsXAAS,,,,,,,Cancellation,New,Cancellation,Phone,Need to cancel my subscription,Low,I need to cancel our account.,,,,0051g000004BvFfAAK,2020-03-07T19:13:47.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 448-7345,(555) 307-4907,forrest.saltern@example.com,,,,000760683789,000914083258,000740371772,000-98-8875
5001g000009TX8HAAW,,00013641,0031g00000iE9KjAAK,0011g00000nAbsXAAS,,,,,,,Enrollment,Closed,Enrollment,Phone,Question about enrollment process,Medium,I have an enrollment question related to my account.,1,2009-08-30T17:10:33.000+0000,,0051g000004BvFfAAK,2009-08-04T17:10:33.000+0000,0051g000004BvFfAAK,2009-08-30T17:10:33.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:03.000+0000,(555) 448-7345,(555) 307-4907,forrest.saltern@example.com,,,,000760683789,000914083258,000740371772,000-98-8875
5001g000009TXCzAAO,,00013933,0031g00000iE9MKAA0,0011g00000nAbssAAC,,,,,,,Claim,Closed,Claim,Web,Status of claim,Medium,I have claims question related to my account.,1,2017-03-19T18:34:19.000+0000,,0051g000004BvFfAAK,2017-03-18T18:34:19.000+0000,0051g000004BvFfAAK,2017-03-19T18:34:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 397-7123,(555) 741-2857,josefine.monsivais@example.com,,,,000487125269,000935897572,000522860898,000-14-3603
5001g000009TXD0AAO,,00013934,0031g00000iE9MKAA0,0011g00000nAbssAAC,,,,,,,Other,Closed,Other,Email,Need assistance,Medium,I need some general assistance related to our account.,1,2011-10-12T20:59:19.000+0000,,0051g000004BvFfAAK,2011-10-03T20:59:19.000+0000,0051g000004BvFfAAK,2011-10-12T20:59:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 397-7123,(555) 741-2857,josefine.monsivais@example.com,,,,000487125269,000935897572,000522860898,000-14-3603
5001g000009TXD1AAO,,00013935,0031g00000iE9MKAA0,0011g00000nAbssAAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Cancel my service,Low,I need to cancel our account.,1,2019-01-16T03:27:30.000+0000,,0051g000004BvFfAAK,2019-01-09T03:27:30.000+0000,0051g000004BvFfAAK,2019-01-16T03:27:30.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 397-7123,(555) 741-2857,josefine.monsivais@example.com,,,,000487125269,000935897572,000522860898,000-14-3603
5001g000009TXD2AAO,,00013936,0031g00000iE9MLAA0,0011g00000nAbssAAC,,,,,,,Claim,Closed,Claim,Email,Status of claim,Medium,I have claims question related to my account.,1,2018-09-26T19:57:16.000+0000,,0051g000004BvFfAAK,2018-09-09T19:57:16.000+0000,0051g000004BvFfAAK,2018-09-26T19:57:16.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 382-6852,(555) 892-2535,sanjuana.dudak@example.com,,,,000912688064,000714831251,000715061919,000-80-1820
5001g000009TXD3AAO,,00013937,0031g00000iE9MLAA0,0011g00000nAbssAAC,,,,,,,Claim,Closed,Claim,Phone,Status of claim,Medium,I have claims question related to my account.,1,2020-05-02T02:14:23.000+0000,,0051g000004BvFfAAK,2020-05-02T02:14:23.000+0000,0051g000004BvFfAAK,2020-05-02T02:14:23.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 382-6852,(555) 892-2535,sanjuana.dudak@example.com,,,,000912688064,000714831251,000715061919,000-80-1820
5001g000009TXD4AAO,,00013938,0031g00000iE9MMAA0,0011g00000nAbssAAC,,,,,,,Other,Escalated,Other,Web,Transfer service,Medium,I need some general assistance related to our account.,,,,0051g000004BvFfAAK,2020-03-22T21:54:10.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 304-7463,(555) 647-2505,sherley.heines@example.com,,,,000410664299,000599033521,000944051669,000-16-1951
5001g000009TXD5AAO,,00013939,0031g00000iE9MMAA0,0011g00000nAbssAAC,,,,,,,Claim,Closed,Claim,Phone,Status of claim,High,I have claims question related to my account.,1,2019-09-12T16:52:08.000+0000,,0051g000004BvFfAAK,2019-09-06T16:52:08.000+0000,0051g000004BvFfAAK,2019-09-12T16:52:08.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 304-7463,(555) 647-2505,sherley.heines@example.com,,,,000410664299,000599033521,000944051669,000-16-1951
5001g000009TXD6AAO,,00013940,0031g00000iE9MNAA0,0011g00000nAbstAAC,,,,,,,Enrollment,Closed,Enrollment,Phone,Enrollment question,Medium,I have an enrollment question related to my account.,1,2017-08-16T00:05:49.000+0000,,0051g000004BvFfAAK,2017-08-02T00:05:49.000+0000,0051g000004BvFfAAK,2017-08-16T00:05:49.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 593-8932,(555) 551-2307,santo.pinnell@example.com,,,,000674338398,000211102582,000244017572,000-77-9256
5001g000009TXD7AAO,,00013941,0031g00000iE9MNAA0,0011g00000nAbstAAC,,,,,,,Cancellation,Closed,Cancellation,Email,Please cancel my service,Medium,I need to cancel our account.,1,2018-08-30T18:11:38.000+0000,,0051g000004BvFfAAK,2018-08-29T18:11:38.000+0000,0051g000004BvFfAAK,2018-08-30T18:11:38.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 593-8932,(555) 551-2307,santo.pinnell@example.com,,,,000674338398,000211102582,000244017572,000-77-9256
5001g000009TXD8AAO,,00013942,0031g00000iE9MNAA0,0011g00000nAbstAAC,,,,,,,Enrollment,Closed,Enrollment,Email,Need to enroll,Medium,I have an enrollment question related to my account.,1,2020-02-16T15:52:28.000+0000,,0051g000004BvFfAAK,2020-02-13T15:52:28.000+0000,0051g000004BvFfAAK,2020-02-16T15:52:28.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 593-8932,(555) 551-2307,santo.pinnell@example.com,,,,000674338398,000211102582,000244017572,000-77-9256
5001g000009TXD9AAO,,00013943,0031g00000iE9MOAA0,0011g00000nAbstAAC,,,,,,,Claim,Closed,Claim,Email,Need copy of my claim,High,I have claims question related to my account.,1,2017-02-12T19:44:31.000+0000,,0051g000004BvFfAAK,2017-01-27T19:44:31.000+0000,0051g000004BvFfAAK,2017-02-12T19:44:31.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 939-8308,(555) 447-6901,gidget.rester@example.com,,,,000571668231,000782342671,000640123100,000-57-4993
5001g000009TXDAAA4,,00013944,0031g00000iE9MOAA0,0011g00000nAbstAAC,,,,,,,Support,Closed,Support,Phone,Warning message problem,Medium,I have a service question and would like some assistance.,1,2015-08-02T16:19:20.000+0000,,0051g000004BvFfAAK,2015-07-09T16:19:20.000+0000,0051g000004BvFfAAK,2015-08-02T16:19:20.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 939-8308,(555) 447-6901,gidget.rester@example.com,,,,000571668231,000782342671,000640123100,000-57-4993
5001g000009TXDBAA4,,00013945,0031g00000iE9MOAA0,0011g00000nAbstAAC,,,,,,,Cancellation,Closed,Cancellation,Email,Subscription cancellation,Low,I need to cancel our account.,1,2020-05-01T20:20:13.000+0000,,0051g000004BvFfAAK,2020-05-01T20:20:13.000+0000,0051g000004BvFfAAK,2020-05-01T20:20:13.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 939-8308,(555) 447-6901,gidget.rester@example.com,,,,000571668231,000782342671,000640123100,000-57-4993
5001g000009TXDCAA4,,00013946,0031g00000iE9MPAA0,0011g00000nAbstAAC,,,,,,,Claim,Closed,Claim,Web,Status of claim,Low,I have claims question related to my account.,1,2020-04-20T20:27:47.000+0000,,0051g000004BvFfAAK,2020-04-10T20:27:47.000+0000,0051g000004BvFfAAK,2020-04-20T20:27:47.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 130-3388,(555) 514-1390,paula.yoast@example.com,,,,000287812783,000388711304,000455589698,000-73-7392
5001g000009TXDDAA4,,00013947,0031g00000iE9MPAA0,0011g00000nAbstAAC,,,,,,,Claim,Closed,Claim,Phone,Question about my claim,Low,I have claims question related to my account.,1,2019-04-29T20:57:35.000+0000,,0051g000004BvFfAAK,2019-04-09T20:57:35.000+0000,0051g000004BvFfAAK,2019-04-29T20:57:35.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 130-3388,(555) 514-1390,paula.yoast@example.com,,,,000287812783,000388711304,000455589698,000-73-7392
5001g000009TXDEAA4,,00013948,0031g00000iE9MPAA0,0011g00000nAbstAAC,,,,,,,Support,Closed,Support,Web,Question about usage,Medium,I have a service question and would like some assistance.,1,2015-12-28T20:17:55.000+0000,,0051g000004BvFfAAK,2015-12-11T20:17:55.000+0000,0051g000004BvFfAAK,2015-12-28T20:17:55.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 130-3388,(555) 514-1390,paula.yoast@example.com,,,,000287812783,000388711304,000455589698,000-73-7392
5001g000009TXDFAA4,,00013949,0031g00000iE9MPAA0,0011g00000nAbstAAC,,,,,,,Support,Closed,Support,Email,Setup question,Medium,I have a service question and would like some assistance.,1,2012-04-23T22:45:53.000+0000,,0051g000004BvFfAAK,2012-04-07T22:45:53.000+0000,0051g000004BvFfAAK,2012-04-23T22:45:53.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 130-3388,(555) 514-1390,paula.yoast@example.com,,,,000287812783,000388711304,000455589698,000-73-7392
5001g000009TXDGAA4,,00013950,0031g00000iE9MPAA0,0011g00000nAbstAAC,,,,,,,Support,Closed,Support,Web,Need help with installation,Medium,I have a service question and would like some assistance.,1,2017-12-27T19:49:42.000+0000,,0051g000004BvFfAAK,2017-11-29T19:49:42.000+0000,0051g000004BvFfAAK,2017-12-27T19:49:42.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 130-3388,(555) 514-1390,paula.yoast@example.com,,,,000287812783,000388711304,000455589698,000-73-7392
5001g000009TXDHAA4,,00013951,0031g00000iE9MQAA0,0011g00000nAbstAAC,,,,,,,Billing,Closed,Billing,Phone,Questions about my invoice,Medium,I have a billing question related to my account.,1,2020-01-15T23:29:42.000+0000,,0051g000004BvFfAAK,2020-01-14T23:29:42.000+0000,0051g000004BvFfAAK,2020-01-15T23:29:42.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 337-5459,(555) 570-8231,dario.towers@example.com,,,,000765384452,000811498189,000536437927,000-49-6315
5001g000009TXDIAA4,,00013952,0031g00000iE9MQAA0,0011g00000nAbstAAC,,,,,,,Cancellation,Closed,Cancellation,Phone,Please cancel my subscription,Low,I need to cancel our account.,1,2015-02-15T14:42:57.000+0000,,0051g000004BvFfAAK,2015-02-04T14:42:57.000+0000,0051g000004BvFfAAK,2015-02-15T14:42:57.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:05.000+0000,(555) 337-5459,(555) 570-8231,dario.towers@example.com,,,,000765384452,000811498189,000536437927,000-49-6315
5001g000009TXHzAAO,,00014243,0031g00000iE9O1AAK,0011g00000nAbtFAAS,,,,,,,Support,Closed,Support,Web,Installation question,Low,I have a service question and would like some assistance.,1,2018-12-28T18:43:45.000+0000,,0051g000004BvFfAAK,2018-12-05T18:43:45.000+0000,0051g000004BvFfAAK,2018-12-28T18:43:45.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 143-1708,(555) 618-2489,lloyd.gustafson@example.com,,,,000850434408,000985614105,000837078776,000-57-6514
5001g000009TXI0AAO,,00014244,0031g00000iE9O2AAK,0011g00000nAbtFAAS,,,,,,,Enrollment,Closed,Enrollment,Email,Status of enrollment,Low,I have an enrollment question related to my account.,1,2019-12-06T18:05:17.000+0000,,0051g000004BvFfAAK,2019-11-28T18:05:17.000+0000,0051g000004BvFfAAK,2019-12-06T18:05:17.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 207-9288,(555) 243-9360,franklyn.twist@example.com,,,,000142586489,000888057969,000682364431,000-35-8191
5001g000009TXI1AAO,,00014245,0031g00000iE9O2AAK,0011g00000nAbtFAAS,,,,,,,Cancellation,Closed,Cancellation,Phone,Cancel my subscription,Low,I need to cancel our account.,1,2017-09-09T01:42:31.000+0000,,0051g000004BvFfAAK,2017-09-02T01:42:31.000+0000,0051g000004BvFfAAK,2017-09-09T01:42:31.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 207-9288,(555) 243-9360,franklyn.twist@example.com,,,,000142586489,000888057969,000682364431,000-35-8191
5001g000009TXI2AAO,,00014246,0031g00000iE9O2AAK,0011g00000nAbtFAAS,,,,,,,Enrollment,Closed,Enrollment,Phone,Question about enrollment process,Low,I have an enrollment question related to my account.,1,2011-04-17T23:53:54.000+0000,,0051g000004BvFfAAK,2011-03-25T23:53:54.000+0000,0051g000004BvFfAAK,2011-04-17T23:53:54.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 207-9288,(555) 243-9360,franklyn.twist@example.com,,,,000142586489,000888057969,000682364431,000-35-8191
5001g000009TXI3AAO,,00014247,0031g00000iE9O3AAK,0011g00000nAbtFAAS,,,,,,,Billing,Closed,Billing,Phone,Invoice question,Medium,I have a billing question related to my account.,1,2019-10-13T18:37:32.000+0000,,0051g000004BvFfAAK,2019-09-24T18:37:32.000+0000,0051g000004BvFfAAK,2019-10-13T18:37:32.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 289-5448,(555) 897-2705,annabell.milby@example.com,,,,000124446105,000292318383,000717988868,000-94-4788
5001g000009TXI4AAO,,00014248,0031g00000iE9O3AAK,0011g00000nAbtFAAS,,,,,,,Cancellation,Closed,Cancellation,Email,Please cancel my policy,Low,I need to cancel our account.,1,2019-08-14T23:26:11.000+0000,,0051g000004BvFfAAK,2019-07-29T23:26:11.000+0000,0051g000004BvFfAAK,2019-08-14T23:26:11.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 289-5448,(555) 897-2705,annabell.milby@example.com,,,,000124446105,000292318383,000717988868,000-94-4788
5001g000009TXI5AAO,,00014249,0031g00000iE9O3AAK,0011g00000nAbtFAAS,,,,,,,Other,Closed,Other,Phone,Can't find information,Medium,I need some general assistance related to our account.,1,2012-03-30T20:20:28.000+0000,,0051g000004BvFfAAK,2012-03-01T20:20:28.000+0000,0051g000004BvFfAAK,2012-03-30T20:20:28.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 289-5448,(555) 897-2705,annabell.milby@example.com,,,,000124446105,000292318383,000717988868,000-94-4788
5001g000009TXI6AAO,,00014250,0031g00000iE9O3AAK,0011g00000nAbtFAAS,,,,,,,Cancellation,New,Cancellation,Web,Need to cancel my order,Low,I need to cancel our account.,,,,0051g000004BvFfAAK,2019-08-13T23:01:14.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 289-5448,(555) 897-2705,annabell.milby@example.com,,,,000124446105,000292318383,000717988868,000-94-4788
5001g000009TXI7AAO,,00014251,0031g00000iE9O3AAK,0011g00000nAbtFAAS,,,,,,,Support,Closed,Support,Phone,Usage question,Low,I have a service question and would like some assistance.,1,2020-01-17T20:20:58.000+0000,,0051g000004BvFfAAK,2020-01-10T20:20:58.000+0000,0051g000004BvFfAAK,2020-01-17T20:20:58.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 289-5448,(555) 897-2705,annabell.milby@example.com,,,,000124446105,000292318383,000717988868,000-94-4788
5001g000009TXI8AAO,,00014252,0031g00000iE9O4AAK,0011g00000nAbtFAAS,,,,,,,Other,Closed,Other,Web,Please contact me,Medium,I need some general assistance related to our account.,1,2016-09-25T16:54:19.000+0000,,0051g000004BvFfAAK,2016-09-18T16:54:19.000+0000,0051g000004BvFfAAK,2016-09-25T16:54:19.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 535-7743,(555) 254-2061,shayla.legier@example.com,,,,000997917361,000361177153,000279394191,000-32-2203
5001g000009TXI9AAO,,00014253,0031g00000iE9O4AAK,0011g00000nAbtFAAS,,,,,,,Claim,Closed,Claim,Phone,Need copy of my claim,Medium,I have claims question related to my account.,1,2013-09-28T00:04:00.000+0000,,0051g000004BvFfAAK,2013-09-23T00:04:00.000+0000,0051g000004BvFfAAK,2013-09-28T00:04:00.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 535-7743,(555) 254-2061,shayla.legier@example.com,,,,000997917361,000361177153,000279394191,000-32-2203
5001g000009TXIAAA4,,00014254,0031g00000iE9O4AAK,0011g00000nAbtFAAS,,,,,,,Support,Closed,Support,Phone,Configuration problem,Medium,I have a service question and would like some assistance.,1,2020-03-12T22:50:34.000+0000,,0051g000004BvFfAAK,2020-02-18T22:50:34.000+0000,0051g000004BvFfAAK,2020-03-12T22:50:34.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 535-7743,(555) 254-2061,shayla.legier@example.com,,,,000997917361,000361177153,000279394191,000-32-2203
5001g000009TXIBAA4,,00014255,0031g00000iE9O4AAK,0011g00000nAbtFAAS,,,,,,,Enrollment,Closed,Enrollment,Email,Enrollment question,Low,I have an enrollment question related to my account.,1,2014-12-13T00:15:31.000+0000,,0051g000004BvFfAAK,2014-11-14T00:15:31.000+0000,0051g000004BvFfAAK,2014-12-13T00:15:31.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 535-7743,(555) 254-2061,shayla.legier@example.com,,,,000997917361,000361177153,000279394191,000-32-2203
5001g000009TXICAA4,,00014256,0031g00000iE9O5AAK,0011g00000nAbtFAAS,,,,,,,Support,Closed,Support,Email,Error message question,Medium,I have a service question and would like some assistance.,1,2020-02-12T20:46:33.000+0000,,0051g000004BvFfAAK,2020-01-20T20:46:33.000+0000,0051g000004BvFfAAK,2020-02-12T20:46:33.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 261-7374,(555) 990-4846,gina.gove@example.com,,,,000888020039,000966826077,000728096285,000-35-2419
5001g000009TXIDAA4,,00014257,0031g00000iE9O5AAK,0011g00000nAbtFAAS,,,,,,,Claim,Closed,Claim,Phone,Need copy of my claim,Low,I have claims question related to my account.,1,2013-03-14T01:56:16.000+0000,,0051g000004BvFfAAK,2013-03-05T01:56:16.000+0000,0051g000004BvFfAAK,2013-03-14T01:56:16.000+0000,0051g000004BvFfAAK,2020-05-20T18:19:08.000+0000,(555) 261-7374,(555) 990-4846,gina.gove@example.com,,,,000888020039,000966826077,000728096285,000-35-2419
